id,S148,S150
25229,False,False
25230,False,False
25231,False,False
25232,False,False
25233,False,False
25234,False,False
25235,False,False
25236,False,False
25237,False,False
25238,False,False
25239,False,False
25240,False,False
25241,False,False
25242,False,False
25243,False,False
25244,False,False
25245,False,False
25246,False,False
25247,False,False
25248,False,False
25249,False,False
25250,False,False
25251,False,False
25252,False,False
25253,False,False
25254,False,False
25255,False,False
25256,False,False
25257,False,False
25258,False,False
25259,False,False
25260,False,False
25261,False,False
25262,False,False
25263,False,False
25264,False,False
25265,False,False
25266,False,False
25267,False,False
25268,False,False
25269,False,False
25270,False,False
25271,False,False
25272,False,False
25273,False,False
25274,False,False
25275,False,False
25276,False,False
25277,False,False
25278,False,False
25279,False,False
25280,False,False
25281,False,False
25282,False,False
25283,False,False
25284,False,False
25285,False,False
25286,False,False
25287,False,False
25288,False,False
25289,False,False
25290,False,False
25291,False,False
25292,False,False
25293,False,False
25294,False,False
25295,False,False
25296,False,False
25297,False,False
25298,False,False
25299,False,False
25300,False,False
25301,False,False
25302,False,False
25303,False,False
25304,False,False
25305,False,False
25306,False,False
25307,False,False
25308,False,False
25309,False,False
25310,False,False
25311,False,False
25312,False,False
25313,False,False
25314,False,False
25315,False,False
25316,False,False
25317,False,False
25318,False,False
25319,False,False
25320,False,False
25321,False,False
25322,False,False
25323,False,False
25324,False,False
25325,False,False
25326,False,False
25327,False,False
25328,False,False
25329,False,False
25330,False,False
25331,False,False
25332,False,False
25333,False,False
25334,False,False
25335,False,False
25336,False,False
25337,False,False
25338,False,False
25339,False,False
25340,False,False
25341,False,False
25342,False,False
25343,False,False
25344,False,False
25345,False,False
25346,False,False
25347,False,False
25348,False,False
25349,False,False
25350,False,False
25351,False,False
25352,False,False
25353,False,False
25354,False,False
25355,False,False
25356,False,False
25357,False,False
25358,False,False
25359,False,False
25360,False,False
25361,False,False
25362,False,False
25363,False,False
25364,False,False
25365,False,False
25366,False,False
25367,False,False
25368,False,False
25369,False,False
25370,False,False
25371,False,False
25372,False,False
25373,False,False
25374,False,False
25375,False,False
25376,False,False
25377,False,False
25378,True,False
25379,False,False
25380,False,False
25381,False,False
25382,False,False
25383,False,False
25384,False,False
25385,False,False
25386,False,False
25387,False,False
25388,False,False
25389,False,False
25390,False,False
25391,False,False
25392,False,False
25393,False,False
25394,False,False
25395,False,False
25396,False,False
25397,False,False
25398,False,False
25399,False,False
25400,False,False
25401,False,False
25402,False,False
25403,False,False
25404,False,False
25405,False,False
25406,False,False
25407,False,False
25408,False,False
25409,False,False
25410,False,False
25411,False,False
25412,False,False
25413,False,False
25414,False,False
25415,False,False
25416,False,False
25417,False,False
25418,False,False
25419,False,False
25420,False,False
25421,False,False
25422,False,False
25423,False,False
25424,False,False
25425,False,False
25426,False,False
25427,False,False
25428,False,False
25429,False,False
25430,False,False
25431,False,False
25432,False,False
25433,False,False
25434,False,False
25435,False,False
25436,False,False
25437,False,False
25438,False,False
25439,False,False
25440,False,False
25441,False,False
25442,False,False
25443,False,False
25444,False,False
25445,False,False
25446,False,False
25447,False,False
25448,False,False
25449,False,False
25450,False,False
25451,False,False
25452,False,False
25453,False,False
25454,False,False
25455,False,False
25456,False,False
25457,False,False
25458,False,False
25459,False,False
25460,False,False
25461,False,False
25462,False,False
25463,False,False
25464,False,False
25465,False,False
25466,False,False
25467,False,False
25468,False,False
25469,False,False
25470,False,False
25471,False,False
25472,False,False
25473,False,False
25474,False,False
25475,False,False
25476,False,False
25477,False,False
25478,False,False
25479,False,False
25480,False,False
25481,False,False
25482,False,False
25483,False,False
25484,False,False
25485,False,False
25486,False,False
25487,False,False
25488,False,False
25489,False,False
25490,False,False
25491,False,False
25492,False,False
25493,False,False
25494,False,False
25495,False,False
25496,False,False
25497,False,False
25498,False,False
25499,False,False
25500,False,False
25501,False,False
25502,False,False
25503,False,False
25504,False,False
25505,False,False
25506,False,False
25507,False,False
25508,False,False
25509,False,False
25510,False,False
25511,False,False
25512,False,False
25513,False,False
25514,False,False
25515,False,False
25516,False,False
25517,False,False
25518,False,False
25519,False,False
25520,False,False
25521,False,False
25522,False,False
25523,False,False
25524,False,False
25525,False,False
25526,False,False
25527,False,False
25528,False,False
25529,False,False
25530,False,False
25531,False,False
25532,False,False
25533,False,False
25534,False,False
25535,False,False
25536,False,False
25537,False,False
25538,False,False
25539,False,False
25540,False,False
25541,False,False
25542,False,False
25543,False,False
25544,False,False
25545,False,False
25546,False,False
25547,False,False
25548,False,False
25549,False,False
25550,False,False
25551,False,False
25552,False,False
25553,False,False
25554,False,False
25555,False,False
25556,False,False
25557,False,False
25558,False,False
25559,False,False
25560,False,False
25561,False,False
25562,False,False
25563,False,False
25564,False,False
25565,False,False
25566,False,False
25567,False,False
25568,False,False
25569,False,False
25570,False,False
25571,False,False
25572,False,False
25573,False,False
25574,False,False
25575,False,False
25576,False,False
25577,False,False
25578,False,False
25579,False,False
25580,False,False
25581,False,False
25582,False,False
25583,False,False
25584,False,False
25585,False,False
25586,False,False
25587,False,False
25588,False,False
25589,False,False
25590,False,False
25591,False,False
25592,False,False
25593,False,False
25594,False,False
25595,False,False
25596,False,False
25597,False,False
25598,False,False
25599,False,False
25600,False,False
25601,False,False
25602,False,False
25603,False,False
25604,False,False
25605,False,False
25606,False,False
25607,False,False
25608,False,False
25609,False,False
25610,False,False
25611,False,False
25612,False,False
25613,False,False
25614,False,False
25615,False,False
25616,False,False
25617,False,False
25618,False,False
25619,False,False
25620,False,False
25621,False,False
25622,False,False
25623,False,False
25624,False,False
25625,False,False
25626,False,False
25627,False,False
25628,False,False
25629,False,False
25630,False,False
25631,False,False
25632,False,False
25633,False,False
25634,False,True
25635,False,False
25636,False,False
25637,False,False
25638,False,False
25639,False,False
25640,False,False
25641,False,False
25642,False,False
25643,False,False
25644,False,False
25645,False,False
25646,False,False
25647,False,False
25648,False,False
25649,False,False
25650,False,False
25651,False,False
25652,False,False
25653,False,False
25654,False,False
25655,False,False
25656,False,False
25657,False,False
25658,True,True
25659,True,True
25660,False,False
25661,False,False
25662,False,False
25663,False,False
25664,False,False
25665,False,False
25666,False,False
25667,False,False
25668,False,False
25669,False,False
25670,False,False
25671,False,False
25672,False,False
25673,False,False
25674,False,False
25675,False,False
25676,False,False
25677,False,False
25678,False,False
25679,False,False
25680,False,False
25681,False,False
25682,False,False
25683,False,False
25684,False,False
25685,False,False
25686,False,False
25687,False,False
25688,False,False
25689,False,False
25690,False,False
25691,False,False
25692,False,False
25693,False,False
25694,False,False
25695,False,False
25696,False,False
25697,False,False
25698,False,False
25699,False,False
25700,False,False
25701,False,False
25702,False,False
25703,False,False
25704,False,False
25705,False,False
25706,False,False
25707,False,False
25708,False,False
25709,False,False
25710,False,False
25711,False,False
25712,False,False
25713,False,False
25714,False,False
25715,False,False
25716,False,False
25717,False,False
25718,False,False
25719,False,False
25720,False,False
25721,False,False
25722,False,False
25723,False,False
25724,False,False
25725,False,False
25726,False,False
25727,False,False
25728,False,False
25729,False,False
25730,False,False
25731,False,False
25732,False,False
25733,False,False
25734,False,False
25735,False,False
25736,False,False
25737,False,False
25738,False,False
25739,False,False
25740,False,False
25741,False,False
25742,False,False
25743,False,False
25744,False,False
25745,False,False
25746,False,False
25747,False,False
25748,False,False
25749,False,False
25750,False,False
25751,False,False
25752,False,False
25753,False,False
25754,False,False
25755,False,False
25756,False,False
25757,False,False
25758,False,False
25759,False,False
25760,False,False
25761,False,False
25762,False,False
25763,False,False
25764,False,False
25765,False,False
25766,False,False
25767,False,False
25768,False,False
25769,False,False
25770,False,False
25771,False,False
25772,False,False
25773,False,False
25774,False,False
25775,False,False
25776,False,False
25777,False,False
25778,False,False
25779,False,False
25780,False,False
25781,False,False
25782,False,False
25783,False,False
25784,False,False
25785,False,False
25786,False,False
25787,False,False
25788,False,False
25789,False,False
25790,False,False
25791,False,False
25792,False,False
25793,False,False
25794,False,False
25795,False,False
25796,False,False
25797,False,False
25798,False,False
25799,False,False
25800,False,False
25801,False,False
25802,False,False
25803,False,False
25804,False,False
25805,False,False
25806,False,False
25807,False,False
25808,False,False
25809,False,False
25810,False,False
25811,False,False
25812,False,False
25813,False,False
25814,False,False
25815,False,False
25816,False,False
25817,False,False
25818,False,False
25819,False,False
25820,False,False
25821,False,False
25822,False,False
25823,False,False
25824,False,False
25825,False,False
25826,False,False
25827,False,False
25828,False,False
25829,False,False
25830,False,False
25831,False,False
25832,False,False
25833,False,False
25834,False,False
25835,False,False
25836,False,False
25837,False,False
25838,False,False
25839,False,False
25840,False,False
25841,False,False
25842,False,False
25843,False,False
25844,False,False
25845,False,False
25846,False,False
25847,False,False
25848,False,False
25849,False,False
25850,False,False
25851,False,False
25852,False,False
25853,False,False
25854,False,False
25855,False,False
25856,False,False
25857,False,False
25858,False,False
25859,False,False
25860,False,False
25861,False,False
25862,False,False
25863,False,False
25864,False,False
25865,False,False
25866,False,False
25867,False,False
25868,False,False
25869,False,False
25870,False,False
25871,False,False
25872,False,False
25873,False,False
25874,False,False
25875,False,False
25876,False,False
25877,False,False
25878,True,False
25879,False,False
25880,False,False
25881,False,False
25882,False,False
25883,False,False
25884,False,False
25885,False,False
25886,False,False
25887,False,False
25888,False,False
25889,False,False
25890,False,False
25891,False,False
25892,False,False
25893,False,False
25894,False,False
25895,False,False
25896,False,False
25897,False,False
25898,False,False
25899,False,False
25900,False,False
25901,False,False
25902,False,False
25903,False,False
25904,False,False
25905,False,False
25906,False,False
25907,False,False
25908,False,False
25909,False,False
25910,False,False
25911,False,False
25912,False,False
25913,False,False
25914,False,False
25915,False,False
25916,False,False
25917,False,False
25918,False,False
25919,False,False
25920,False,False
25921,False,False
25922,False,False
25923,False,False
25924,False,False
25925,False,False
25926,False,False
25927,False,False
25928,False,False
25929,False,False
25930,False,False
25931,False,False
25932,False,False
25933,False,False
25934,False,False
25935,False,False
25936,False,False
25937,False,False
25938,False,False
25939,False,False
25940,False,False
25941,False,False
25942,False,False
25943,False,False
25944,False,False
25945,False,False
25946,False,False
25947,False,False
25948,False,False
25949,False,False
25950,False,False
25951,False,False
25952,False,False
25953,False,False
25954,False,False
25955,False,False
25956,False,False
25957,False,False
25958,False,False
25959,False,False
25960,False,False
25961,False,False
25962,False,False
25963,False,False
25964,False,False
25965,False,False
25966,False,False
25967,False,False
25968,False,False
25969,False,False
25970,False,False
25971,False,False
25972,False,False
25973,False,False
25974,False,False
25975,False,False
25976,False,False
25977,False,False
25978,False,False
25979,False,False
25980,False,False
25981,False,False
25982,False,False
25983,False,False
25984,False,False
25985,False,False
25986,False,False
25987,False,False
25988,False,False
25989,False,False
25990,False,False
25991,False,False
25992,False,False
25993,False,False
25994,False,False
25995,False,False
25996,False,False
25997,False,False
25998,False,False
25999,False,False
26000,False,False
26001,False,False
26002,False,False
26003,False,False
26004,False,False
26005,False,False
26006,False,False
26007,False,False
26008,False,False
26009,False,False
26010,False,False
26011,False,False
26012,False,False
26013,False,False
26014,False,False
26015,False,False
26016,False,False
26017,False,False
26018,False,False
26019,False,False
26020,False,False
26021,False,False
26022,False,False
26023,False,False
26024,False,False
26025,False,False
26026,False,False
26027,False,False
26028,False,False
26029,False,False
26030,False,False
26031,False,False
26032,False,False
26033,False,False
26034,False,False
26035,False,False
26036,False,False
26037,False,False
26038,False,False
26039,False,False
26040,False,False
26041,False,False
26042,False,False
26043,False,False
26044,False,False
26045,False,False
26046,False,False
26047,False,False
26048,False,False
26049,False,False
26050,False,False
26051,False,False
26052,False,False
26053,False,False
26054,False,False
26055,False,False
26056,False,False
26057,False,False
26058,False,False
26059,False,False
26060,False,False
26061,False,False
26062,False,False
26063,False,False
26064,False,False
26065,False,False
26066,False,False
26067,False,False
26068,False,False
26069,False,False
26070,False,False
26071,False,False
26072,False,False
26073,False,False
26074,False,False
26075,False,False
26076,False,False
26077,False,False
26078,False,False
26079,False,False
26080,False,False
26081,False,False
26082,False,False
26083,False,False
26084,False,False
26085,False,False
26086,False,False
26087,False,False
26088,False,False
26089,False,False
26090,False,False
26091,False,False
26092,False,False
26093,False,False
26094,False,False
26095,False,False
26096,False,False
26097,False,False
26098,False,False
26099,False,False
26100,False,False
26101,False,False
26102,False,False
26103,True,False
26104,False,False
26105,False,False
26106,False,False
26107,False,False
26108,False,False
26109,False,False
26110,False,False
26111,False,False
26112,False,False
26113,False,False
26114,False,False
26115,False,False
26116,False,False
26117,False,False
26118,False,False
26119,False,False
26120,False,False
26121,False,False
26122,False,False
26123,False,False
26124,False,False
26125,False,False
26126,False,False
26127,False,False
26128,False,False
26129,False,False
26130,False,False
26131,False,False
26132,False,False
26133,False,False
26134,False,False
26135,False,False
26136,False,False
26137,False,False
26138,False,False
26139,False,False
26140,False,False
26141,False,False
26142,False,False
26143,False,False
26144,False,False
26145,False,False
26146,False,False
26147,False,False
26148,False,False
26149,False,False
26150,False,False
26151,False,False
26152,False,False
26153,False,False
26154,False,False
26155,False,False
26156,False,False
26157,False,False
26158,False,False
26159,False,False
26160,False,False
26161,False,False
26162,False,False
26163,False,False
26164,False,False
26165,False,False
26166,False,False
26167,False,False
26168,False,False
26169,False,False
26170,False,False
26171,False,False
26172,False,False
26173,False,False
26174,False,False
26175,False,False
26176,False,False
26177,False,False
26178,False,False
26179,False,False
26180,False,False
26181,False,False
26182,False,False
26183,False,False
26184,False,False
26185,False,False
26186,False,False
26187,False,False
26188,False,False
26189,False,False
26190,False,False
26191,False,False
26192,False,False
26193,False,False
26194,False,False
26195,False,False
26196,False,False
26197,False,False
26198,False,False
26199,False,False
26200,False,False
26201,False,False
26202,False,False
26203,False,False
26204,False,False
26205,False,False
26206,False,False
26207,False,False
26208,False,False
26209,False,False
26210,False,False
26211,False,False
26212,False,False
26213,False,False
26214,False,False
26215,False,False
26216,False,False
26217,False,False
26218,False,False
26219,False,False
26220,False,False
26221,False,False
26222,False,False
26223,False,False
26224,False,False
26225,False,False
26226,False,False
26227,False,False
26228,False,False
26229,False,False
26230,False,False
26231,False,False
26232,False,False
26233,False,False
26234,False,False
26235,False,False
26236,False,False
26237,False,False
26238,False,False
26239,False,False
26240,False,False
26241,False,False
26242,False,False
26243,False,False
26244,False,False
26245,False,False
26246,False,False
26247,False,False
26248,False,False
26249,False,False
26250,False,False
26251,False,False
26252,False,False
26253,False,False
26254,False,False
26255,False,False
26256,False,False
26257,False,False
26258,False,False
26259,False,False
26260,False,False
26261,False,False
26262,False,False
26263,False,False
26264,False,False
26265,False,False
26266,False,False
26267,False,False
26268,False,False
26269,False,False
26270,False,False
26271,False,False
26272,False,False
26273,False,False
26274,False,False
26275,False,False
26276,False,False
26277,False,False
26278,False,False
26279,False,False
26280,False,False
26281,False,False
26282,False,False
26283,False,False
26284,False,False
26285,False,False
26286,False,False
26287,False,False
26288,False,False
26289,False,False
26290,False,False
26291,False,False
26292,False,False
26293,False,False
26294,False,False
26295,False,False
26296,False,False
26297,False,False
26298,False,False
26299,False,False
26300,False,False
26301,False,False
26302,False,False
26303,False,False
26304,False,False
26305,False,False
26306,False,False
26307,False,False
26308,False,False
26309,False,False
26310,False,False
26311,False,False
26312,False,False
26313,False,False
26314,False,False
26315,False,False
26316,False,False
26317,False,False
26318,False,False
26319,False,False
26320,False,False
26321,False,False
26322,False,False
26323,False,False
26324,False,False
26325,False,False
26326,False,False
26327,False,False
26328,False,False
26329,False,False
26330,False,False
26331,False,False
26332,False,False
26333,False,False
26334,False,False
26335,False,False
26336,False,False
26337,False,False
26338,False,False
26339,False,False
26340,False,False
26341,False,False
26342,False,False
26343,False,False
26344,False,False
26345,False,False
26346,False,False
26347,False,False
26348,False,False
26349,False,False
26350,False,False
26351,False,False
26352,False,False
26353,False,False
26354,False,False
26355,False,False
26356,False,False
26357,False,False
26358,False,False
26359,False,False
26360,False,False
26361,False,False
26362,False,False
26363,False,False
26364,False,False
26365,False,False
26366,False,False
26367,False,False
26368,False,False
26369,False,False
26370,False,False
26371,False,False
26372,False,False
26373,False,False
26374,False,False
26375,False,True
26376,False,False
26377,False,False
26378,False,False
26379,False,False
26380,False,False
26381,False,False
26382,False,False
26383,False,False
26384,False,False
26385,False,False
26386,False,False
26387,False,False
26388,False,False
26389,False,False
26390,False,False
26391,False,False
26392,False,False
26393,False,False
26394,False,False
26395,False,False
26396,False,False
26397,False,False
26398,False,False
26399,False,False
26400,False,False
26401,False,False
26402,False,False
26403,False,False
26404,False,False
26405,False,False
26406,False,False
26407,False,False
26408,False,False
26409,False,False
26410,False,False
26411,False,False
26412,False,False
26413,False,False
26414,False,False
26415,False,False
26416,False,False
26417,False,False
26418,False,False
26419,False,True
26420,False,False
26421,False,False
26422,False,False
26423,False,False
26424,False,False
26425,False,False
26426,False,False
26427,False,False
26428,False,False
26429,False,False
26430,False,False
26431,False,False
26432,False,False
26433,False,False
26434,False,False
26435,False,False
26436,False,False
26437,False,False
26438,False,False
26439,False,False
26440,False,False
26441,False,False
26442,False,False
26443,False,False
26444,False,False
26445,False,False
26446,False,False
26447,False,False
26448,False,False
26449,False,False
26450,False,False
26451,False,False
26452,False,False
26453,False,False
26454,False,False
26455,False,False
26456,False,False
26457,False,False
26458,False,False
26459,False,False
26460,False,False
26461,False,False
26462,False,False
26463,False,False
26464,False,False
26465,False,False
26466,False,False
26467,False,False
26468,False,False
26469,False,False
26470,False,False
26471,False,False
26472,False,False
26473,False,False
26474,False,False
26475,False,False
26476,False,False
26477,False,False
26478,False,False
26479,False,False
26480,False,False
26481,False,False
26482,False,False
26483,False,False
26484,False,False
26485,False,False
26486,False,False
26487,False,False
26488,False,False
26489,False,False
26490,False,False
26491,False,False
26492,False,False
26493,False,False
26494,False,False
26495,False,False
26496,False,False
26497,False,False
26498,False,False
26499,False,False
26500,False,False
26501,False,False
26502,False,False
26503,False,False
26504,False,False
26505,False,False
26506,False,False
26507,False,False
26508,False,False
26509,False,False
26510,False,False
26511,False,False
26512,False,False
26513,False,False
26514,False,False
26515,False,False
26516,False,False
26517,False,False
26518,False,False
26519,False,False
26520,False,False
26521,False,False
26522,False,False
26523,False,False
26524,False,False
26525,False,False
26526,False,False
26527,False,False
26528,False,False
26529,False,False
26530,False,False
26531,False,False
26532,False,False
26533,False,False
26534,False,False
26535,False,False
26536,False,False
26537,False,False
26538,False,False
26539,False,False
26540,False,False
26541,False,False
26542,False,False
26543,False,False
26544,False,False
26545,False,False
26546,False,False
26547,False,False
26548,False,False
26549,False,False
26550,False,False
26551,False,False
26552,False,False
26553,False,False
26554,False,False
26555,False,False
26556,False,False
26557,False,False
26558,False,False
26559,False,False
26560,False,False
26561,False,False
26562,False,False
26563,False,False
26564,False,False
26565,False,False
26566,False,False
26567,False,False
26568,False,False
26569,False,False
26570,False,False
26571,False,False
26572,False,False
26573,False,False
26574,False,False
26575,False,False
26576,False,False
26577,False,False
26578,False,False
26579,False,False
26580,False,False
26581,False,False
26582,False,False
26583,False,False
26584,False,False
26585,False,False
26586,False,False
26587,False,False
26588,False,False
26589,False,False
26590,False,False
26591,False,False
26592,False,False
26593,False,False
26594,False,False
26595,False,False
26596,False,False
26597,False,False
26598,False,False
26599,False,False
26600,False,False
26601,False,False
26602,False,False
26603,False,False
26604,False,False
26605,False,False
26606,False,False
26607,False,False
26608,False,False
26609,False,False
26610,False,False
26611,False,False
26612,False,False
26613,False,False
26614,False,False
26615,False,False
26616,False,False
26617,False,False
26618,False,False
26619,False,False
26620,False,False
26621,False,False
26622,False,False
26623,False,False
26624,False,False
26625,False,False
26626,True,False
26627,False,False
26628,False,False
26629,False,False
26630,False,False
26631,False,False
26632,False,False
26633,False,False
26634,False,False
26635,False,False
26636,False,False
26637,False,False
26638,False,False
26639,False,False
26640,False,False
26641,False,False
26642,False,False
26643,False,False
26644,False,False
26645,False,False
26646,False,False
26647,False,False
26648,False,False
26649,False,False
26650,False,False
26651,False,False
26652,False,False
26653,False,False
26654,False,False
26655,False,False
26656,False,False
26657,False,False
26658,False,False
26659,False,False
26660,False,False
26661,False,False
26662,False,False
26663,False,False
26664,False,False
26665,False,False
26666,False,False
26667,False,False
26668,False,False
26669,False,False
26670,False,False
26671,False,False
26672,True,False
26673,False,False
26674,False,False
26675,False,False
26676,False,False
26677,False,False
26678,False,False
26679,False,False
26680,False,False
26681,False,False
26682,False,False
26683,False,False
26684,False,False
26685,False,False
26686,False,False
26687,False,False
26688,False,False
26689,False,False
26690,False,False
26691,False,False
26692,False,False
26693,True,False
26694,False,True
26695,False,False
26696,False,False
26697,False,False
26698,False,False
26699,False,False
26700,False,False
26701,False,False
26702,False,False
26703,False,False
26704,False,False
26705,False,False
26706,False,False
26707,False,False
26708,False,False
26709,False,False
26710,False,False
26711,False,False
26712,False,False
26713,False,False
26714,False,False
26715,False,False
26716,False,False
26717,False,False
26718,False,False
26719,False,False
26720,False,False
26721,False,True
26722,False,False
26723,False,False
26724,False,False
26725,False,False
26726,False,False
26727,False,False
26728,False,False
26729,False,False
26730,False,False
26731,False,False
26732,False,False
26733,False,False
26734,False,False
26735,False,False
26736,False,False
26737,False,False
26738,False,False
26739,False,False
26740,False,False
26741,False,False
26742,False,False
26743,False,False
26744,False,False
26745,False,False
26746,False,False
26747,False,False
26748,False,False
26749,False,False
26750,False,False
26751,False,False
26752,False,False
26753,False,False
26754,False,False
26755,False,False
26756,False,False
26757,False,False
26758,False,False
26759,False,False
26760,False,False
26761,False,False
26762,False,False
26763,False,False
26764,False,False
26765,False,False
26766,False,False
26767,False,False
26768,False,False
26769,False,False
26770,False,False
26771,False,False
26772,False,False
26773,False,False
26774,False,False
26775,False,False
26776,False,False
26777,False,False
26778,False,False
26779,False,False
26780,False,False
26781,False,False
26782,False,False
26783,False,False
26784,False,False
26785,False,False
26786,False,False
26787,False,False
26788,False,False
26789,False,False
26790,False,False
26791,False,False
26792,False,False
26793,False,False
26794,False,False
26795,False,False
26796,False,False
26797,False,False
26798,False,False
26799,False,False
26800,False,False
26801,False,False
26802,False,False
26803,False,False
26804,False,False
26805,False,False
26806,False,False
26807,False,False
26808,False,False
26809,False,False
26810,False,False
26811,False,False
26812,False,False
26813,False,False
26814,False,False
26815,False,False
26816,False,False
26817,False,False
26818,False,False
26819,False,False
26820,False,False
26821,False,False
26822,False,False
26823,False,False
26824,False,False
26825,False,False
26826,False,False
26827,False,False
26828,False,False
26829,False,False
26830,False,False
26831,False,False
26832,False,False
26833,False,False
26834,False,False
26835,False,False
26836,False,False
26837,False,False
26838,False,False
26839,False,False
26840,False,False
26841,False,False
26842,False,False
26843,False,False
26844,False,False
26845,False,False
26846,False,False
26847,False,False
26848,False,False
26849,False,False
26850,False,False
26851,False,False
26852,False,False
26853,False,False
26854,False,False
26855,False,False
26856,False,False
26857,False,False
26858,False,False
26859,False,False
26860,False,False
26861,False,False
26862,False,False
26863,False,False
26864,False,False
26865,False,False
26866,False,False
26867,False,False
26868,False,False
26869,False,False
26870,False,False
26871,False,False
26872,False,False
26873,False,False
26874,False,False
26875,False,False
26876,False,False
26877,False,False
26878,False,False
26879,True,False
26880,False,False
26881,False,False
26882,False,False
26883,False,False
26884,False,False
26885,False,False
26886,False,False
26887,False,False
26888,False,False
26889,False,False
26890,False,False
26891,False,False
26892,False,False
26893,False,False
26894,False,False
26895,False,False
26896,False,False
26897,False,False
26898,False,False
26899,False,False
26900,False,False
26901,False,False
26902,False,False
26903,False,False
26904,False,False
26905,False,False
26906,False,False
26907,False,False
26908,False,False
26909,False,False
26910,False,False
26911,False,False
26912,False,False
26913,False,False
26914,False,False
26915,False,False
26916,False,False
26917,False,False
26918,False,False
26919,False,False
26920,False,False
26921,False,False
26922,False,False
26923,False,False
26924,False,False
26925,False,False
26926,False,False
26927,False,False
26928,False,False
26929,False,False
26930,False,False
26931,False,False
26932,False,False
26933,False,False
26934,False,False
26935,False,False
26936,False,False
26937,False,False
26938,False,False
26939,False,False
26940,False,False
26941,False,False
26942,False,False
26943,False,False
26944,False,False
26945,False,False
26946,False,False
26947,False,False
26948,False,False
26949,False,False
26950,False,False
26951,False,False
26952,False,False
26953,False,False
26954,False,False
26955,False,False
26956,False,False
26957,False,False
26958,False,False
26959,False,False
26960,False,False
26961,False,False
26962,False,False
26963,False,False
26964,False,False
26965,False,False
26966,False,False
26967,False,False
26968,False,False
26969,False,False
26970,False,False
26971,False,False
26972,False,False
26973,False,False
26974,False,False
26975,False,False
26976,False,False
26977,False,False
26978,False,False
26979,False,False
26980,False,False
26981,False,False
26982,False,False
26983,False,False
26984,False,False
26985,False,False
26986,False,False
26987,False,False
26988,False,False
26989,False,False
26990,False,False
26991,False,False
26992,False,False
26993,False,False
26994,False,False
26995,False,False
26996,False,False
26997,False,False
26998,False,False
26999,False,False
27000,False,False
27001,False,False
27002,False,False
27003,False,False
27004,False,False
27005,False,False
27006,False,False
27007,False,True
27008,False,False
27009,False,False
27010,False,False
27011,False,False
27012,False,False
27013,False,False
27014,False,False
27015,False,False
27016,False,False
27017,False,False
27018,False,False
27019,False,False
27020,False,False
27021,False,False
27022,False,False
27023,False,False
27024,False,False
27025,False,True
27026,False,False
27027,False,False
27028,False,False
27029,False,False
27030,False,False
27031,False,False
27032,False,False
27033,False,False
27034,False,False
27035,False,False
27036,False,False
27037,False,False
27038,False,False
27039,False,False
27040,False,False
27041,False,False
27042,False,False
27043,False,False
27044,False,False
27045,False,False
27046,False,False
27047,False,False
27048,False,False
27049,False,False
27050,True,True
27051,False,False
27052,False,False
27053,False,False
27054,False,False
27055,True,False
27056,False,False
27057,False,False
27058,False,False
27059,False,False
27060,False,False
27061,False,False
27062,False,False
27063,False,False
27064,False,False
27065,False,False
27066,True,False
27067,False,False
27068,False,False
27069,False,False
27070,False,False
27071,False,False
27072,False,False
27073,False,False
27074,False,False
27075,False,False
27076,False,False
27077,False,False
27078,False,False
27079,False,False
27080,False,False
27081,False,False
27082,False,False
27083,False,False
27084,False,False
27085,False,False
27086,False,False
27087,False,False
27088,False,False
27089,False,False
27090,False,False
27091,False,False
27092,False,False
27093,False,False
27094,False,False
27095,False,False
27096,False,False
27097,False,False
27098,True,False
27099,False,True
27100,False,False
27101,False,False
27102,False,False
27103,False,False
27104,False,False
27105,False,False
27106,False,False
27107,False,False
27108,False,False
27109,False,False
27110,False,False
27111,False,False
27112,False,False
27113,False,False
27114,False,False
27115,False,False
27116,False,False
27117,False,False
27118,False,False
27119,False,False
27120,False,False
27121,False,False
27122,False,False
27123,False,False
27124,False,False
27125,False,False
27126,False,False
27127,False,False
27128,False,False
27129,False,False
27130,False,False
27131,False,False
27132,False,False
27133,False,False
27134,False,False
27135,False,False
27136,False,False
27137,False,False
27138,False,False
27139,False,False
27140,False,False
27141,False,False
27142,False,False
27143,False,False
27144,False,False
27145,False,False
27146,False,False
27147,False,False
27148,False,False
27149,False,False
27150,False,False
27151,False,False
27152,False,False
27153,False,False
27154,False,False
27155,False,False
27156,False,False
27157,False,False
27158,False,False
27159,False,False
27160,False,False
27161,False,False
27162,False,False
27163,False,False
27164,False,False
27165,False,False
27166,True,False
27167,False,False
27168,False,False
27169,False,False
27170,False,False
27171,False,False
27172,False,False
27173,False,False
27174,False,False
27175,False,False
27176,False,False
27177,False,False
27178,False,False
27179,False,False
27180,False,False
27181,False,False
27182,False,False
27183,False,False
27184,False,False
27185,False,False
27186,False,False
27187,False,False
27188,False,False
27189,False,False
27190,False,False
27191,False,False
27192,False,False
27193,False,False
27194,False,False
27195,False,False
27196,False,False
27197,False,False
27198,False,False
27199,False,False
27200,False,False
27201,False,False
27202,False,False
27203,False,False
27204,False,False
27205,False,False
27206,False,False
27207,False,False
27208,False,False
27209,False,False
27210,False,False
27211,False,False
27212,False,False
27213,False,False
27214,False,False
27215,False,False
27216,False,False
27217,False,False
27218,False,False
27219,False,False
27220,False,False
27221,False,False
27222,False,False
27223,False,False
27224,False,False
27225,False,False
27226,False,False
